"notation";"title";"description";"id"
"2.2.1.1";"vergleichen Schreibungen von Wörtern und Sätzen (z. B. orthografische Zweifelsfälle: Photografie/Fotografie, Phantasie/Fantasie; Groß- und Kleinschreibung: genossen/Genossen; Interpunktionsvarianten: Ich weiß nicht (,) was) und sprechen über Gemeinsamkeiten und Unterschiede,";"";"p6c"
"2.2.1.2";"erschließen sich die Struktur von Kernwörtern, z. B. gliedern in Silben und Wortbestandteile, verlängern, flektieren, ableiten, erweitern,";"";"t5x"
"2.2.1.3";"prägen sich Merkwörter ein (z. B. Eigennamen, Ausnahmeschreibungen),";"";"x6h"
"2.2.1.4";"unterscheiden zwischen Kernwörtern und Fremdwörtern,";"";"u3b"
"2.2.2";"schreiben Kernwörter richtig (Inhaltswörter und Funktionswörter)";"";"f9b"
"2.2.3";"schreiben auch wichtige Fachbegriffe und Fremdwörter richtig,";"";"q3v"
"2.2.4";"schreiben Satzanfänge, Eigennamen und Kerne von Nominalgruppen groß,";"";"g2x"
"2.2.5";"kennen und nutzen die Interpunktionszeichen: Punkt, Komma, Fragezeichen, Ausrufezeichen, Anführungszeichen, Semikolon, Doppelpunkt, Auslassungspunkte, Gedankenstrich, Klammern,";"";"t7p"
"2.2.6";"verfügen über Fehleraufmerksamkeit und nutzen Strategien zur Klärung orthografischer Fragen,";"";"s6r"
"2.2.7";"nutzen Rechtschreibhilfen (Wörterbuch und digitale Rechtschreibhilfe),";"";"c9q"
"2.2.8";"überprüfen und korrigieren Texte auf orthografische Richtigkeit.";"";"g7z"
"2.3";"Texte verfassen";"";"c5q"
"2.4";"Texte planen und strukturieren";"";"y4c"
"2.4.1";"sammeln Ideen, ordnen Informationen und fertigen eine Gliederung an, z. B. numerische Gliederung, Cluster, Mindmap, Flussdiagramm,";"";"c5s"
"2.4.2";"sammeln vielfältige sprachliche und gestalterische Mittel: Wörter und Wortfelder, Formulierungen,";"";"t5a"
"2.4.3";"stellen Überlegungen zu den Adressaten (unbekannt, verschiedene, abstrakt), deren unterschiedlichem Vorwissen und ihren Lesezielen an,";"";"d6q"
"2.4.4";"klären entsprechend dem Schreibziel die Schreibabsicht, Schreibsituation und Textfunktion,";"";"y9h"
"2.4.5";"entwickeln gemäß der Schreibaufgabe und der Zeitvorgabe einen Schreibplan, entscheiden sich für die angemessene Textsorte und konzipieren einen ziel-, adressaten- und situationsbezogenen Text,";"";"t3t"
"2.4.6";"nutzen Informationsquellen gezielt, angemessen und reflektiert, insbesondere Bibliotheken, Nachschlagewerke, Zeitungen, Newsportale, digitale Suchdienste und (digitale) Ressourcen zur deutschen Sprache,";"";"r2s"
"2.4.7";"planen Texte kooperativ und kollaborativ und strukturieren diese: z. B. Textbaupläne,";"";"v3v"
"2.4.8";"nutzen und reflektieren die Möglichkeiten digitaler Schreibwerkzeuge zur Vorbereitung der Textproduktion, z. B. Anfertigen von Notizen und Skizzen, Anlegen von Stoffsammlungen, Exzerpieren aus digitalen Informationsressourcen,";"";"y5d"
"2.4.9";"wenden Planungsstrategien (auch kooperativ) an und reflektieren sowohl ihren Planungsprozess als auch den Strategieeinsatz.";"";"y7g"
"2.5";"Texte formulieren";"";"d7r"
"2.5.1";"formulieren Texte gedanklich geordnet, verständlich, kohärenzstiftend und strukturiert, sprachlich angemessen, abwechslungsreich und differenziert,";"";"s4p"
"2.5.2";"formulieren Texte auch für unbekannte, unterschiedliche und abstrakte Adressaten angemessen,";"";"z7d"
"2.5.3";"realisieren sicher mit einem Spektrum unterschiedlicher Textsorten grundlegende kommunikative und personal-heuristische Schreibfunktionen:";"";"f7e"
"2.5.3.1";"Ausdrücken: Sich selbst, Erlebtes und Erdachtes, Gedanken und Gefühle, u. a. in den Textsorten: Selbstportrait, (Lern‐)Tagebuch, Bewerbungsanschreiben, Gedicht,";"";"a2u"
"2.5.3.2";"Darstellen: Informieren (Beschreiben, Berichten), Erklären, Instruieren, (epistemisch) gedanklich Klären, Erörtern, z. B. in den Textsorten: Orts‐, Funktions‐ oder Bildbeschreibung, Erlebnisbericht, Lebenslauf, Protokoll, Nachricht, (Online)Lexikon‐Eintrag, Artikel für Schülerzeitung, Gebrauchsanweisung, Konstruktions‐ oder Spielanleitung, Zusammenfassung,";"";"u9b"
"2.5.3.3";"Darstellen: Informieren auf Basis klar strukturierter Material- und Textquellen (informierend materialgestützt schreiben)";"";"p7a"
"2.5.3.4";"Darstellen von Textbearbeitungen: Inhaltsangabe, Ergebnisdarstellung einer Textuntersuchung entsprechend den Anforderungen des Erschließens von Texten und Medien";"";"b3t"
"2.5.3.5";"Appellieren: Auffordern, Bitten, Wünschen, Begründen (Argumentieren), eine Textdeutung belegen, Erörtern, Überzeugen, Kommentieren, z. B. in den Textsorten: Aufruf, Werbeanzeige, Stellungnahme, Antrag, Bewerbungsanschreiben, Erörterung, Kommentar, Leserbrief, Interpretation, Buch‐, Spiel‐ oder Filmkritik (Rezension),";"";"x5u"
"2.5.3.6";"Appellieren: Argumentieren auf Basis klar strukturierter Material- und Textquellen (argumentierend materialgestützt schreiben)";"";"a3b"
"2.5.4";"nutzen unterschiedliche Schreibformen: kooperative (z. B. Schreibkonferenzen), produktive (z. B. Umschreiben, Weiterschreiben) und kreative (z. B. Schreiben zu Bildern),";"";"u7u"
"2.5.5";"kennen und nutzen die Möglichkeiten digitaler Schreibwerkzeuge zur Formulierung und (formalen) Gestaltung von Texten, z. B. Schrift‐ und Textformatierung, Arrangieren und Re‐Arrangieren von Textbausteinen und Medienobjekten,";"";"f4d"
"2.5.6";"erstellen Schaubilder, Diagramme und Tabellen und integrieren diese sprachlich in den eigenen – auch digitalen – Text,";"";"q5q"
"2.5.7";"nehmen Gedanken und deutlich markierte Positionen anderer in den eigenen Text auf und positionieren sich zu ihnen,";"";"b3p"
"2.5.8";"formulieren eigene Positionen und begründen diese";"";"u7g"
"2.5.9";"integrieren Textbelege und andere Quellen formal richtig in den eigenen Text (zitieren, paraphrasieren),";"";"y3x"
"2.5.10";"kennen Formulierungsstrategien und wenden diese (auch kooperativ) an. Sie reflektieren ihren Strategieeinsatz.";"";"y7c"
"2.6";"Texte überarbeiten";"";"s9s"
"2.6.1";"erkennen den Überarbeitungsbedarf von Texten, überlegen Schritte zur Textüberarbeitung und setzen diese um,";"";"d2y"
"2.6.2";"formulieren und nutzen textsortenspezifische Kriterien für die Textüberprüfung und -überarbeitung,";"";"s2e"
"2.6.3";"überprüfen eigene und fremde Texte kriteriengeleitet (auch auf der Basis von Rückmeldungen) und überarbeiten diese (auch kooperativ) im Hinblick auf:";"";"y3c"
"2.6.3.1";"die Aufgabenstellung (Schreibsituation, Schreibanlass, Textfunktion und Textsorte) Aufbau, Inhalt und Formulierungen,";"";"v4a"
"2.6.3.2";"Angemessenheit sprachlicher Gestaltungsmittel, Rechtschreibung und Grammatik,";"";"f7d"
"2.6.3.3";"Kohärenz und Verständlichkeit,";"";"f2u"
"2.6.3.4";"unbekannte, unterschiedliche, abstrakte Adressaten,";"";"d3t"
"2.6.4";"holen Text-Feedback ein und formulieren selbst auch Feedback zu Texten anderer,";"";"e2b"
"2.6.5";"nutzen bei der Textüberarbeitung digitale Schreibwerkzeuge (auch kooperativ), z. B. Umstellen und Modifizieren von Textbausteinen und Medienobjekten, Nachverfolgen von Änderungen, Kommentarfunktion, digitale Korrekturhilfen, und reflektieren diese,";"";"v9b"
"2.6.6";"kennen sowohl allgemeine als auch textsortenspezifische Überarbeitungsstrategien und wenden diese (auch kooperativ) an. Sie reflektieren sowohl ihren Überarbeitungsprozess als auch den Strategieeinsatz.";"";"u2r"
"3";"Lesen";"";"f5q"
"3.1";"Lesefertigkeit: Flüssig lesen";"";"h6x"
"3.1.1";"nutzen die schriftsprachlichen Informationen (u. a. Silbe, Morphem, Komma, Punkt, Fragezeichen, Großschreibung) beim Lesen,";"";"h4a"
"3.1.2";"verfügen über eine sichere Worterkennung (bei selteneren Wörtern mit Selbstkorrektur),";"";"h5r"
"3.1.3";"lesen komplexere Texte sinngestaltend vor,";"";"y4f"
"3.1.4";"lesen in angemessenem Tempo.";"";"r6z"
"3.2";"Lesefertigkeiten: Über Lesetechniken verfügen";"";"y7r"
"3.2.1";"ermitteln explizite oder durch Schließen zu gewinnende Textinformationen auf lokaler Ebene und beachten dabei auch sprachliche Mittel zur Sicherung des Textzusammenhangs,";"";"t2d"
"3.3";"Lesefähigkeiten: Leseverstehen";"";"z2r"
"3.3.1";"ermitteln explizite oder durch Schließen zu gewinnende Textinformationen auf lokaler Ebene und beachten dabei auch sprachliche Mittel zur Sicherung des Textzusammenhangs,";"";"p7c"
"3.3.2";"stellen bei multimodalen Texten Bezüge zwischen Text, Bild und Ton her,";"";"h2r"
"3.3.3";"nutzen bei digitalen Texten Navigationsstrukturen (u. a. Hyperlinks) zur Gewinnung von Textinformationen,";"";"q9y"
"3.3.4";"verknüpfen Textinformationen, ziehen auch unter Nutzung ihres Vorwissens Schlussfolgerungen und konstruieren ein Gesamtverständnis.";"";"q5y"
"3.4";"Lesefähigkeiten: Über Strategien zum Leseverstehen verfügen";"";"v2p"
"3.4.1";"bereiten das Lesen vor (u. a. Leseziel formulieren, Vorwissen aktivieren, Erwartungen an den Text formulieren, nach Möglichkeit die Textsorte klären),";"";"f9a"
"3.4.2";"lesen Texte organisierend (u. a. für das Leseziel wichtige Aussagen markieren, unbekannte Wörter unterstreichen und nachschlagen), elaborierend (u. a. Annahmen zur Textaussage formulieren, Fragen an den Text stellen, über den Text hinaus denken, assoziieren) und reflektierend (das Textverstehen prüfen, Verstehensschwierigkeiten erkennen und beheben sowie den Strategieeinsatz selbst reflektieren),";"";"t5s"
"3.4.3";"bereiten das Lesen nach (u. a. zentrale Textaussagen wiedergeben, wertende Einschätzung zum Text abgeben, anfängliche Erwartungen und Annahmen zur Textaussage prüfen und ggf. korrigieren, eigenen Wissenszuwachs prüfen).";"";"g9p"
"4";"Sich mit Texten und anderen Medien auseinandersetzen";"";"t4d"
"4.1";"Über Textwissen verfügen";"";"r7u"
"4.1.1";"kennen ein Spektrum von Werken bedeutender Autorinnen und Autoren und setzen sich mit den Texten und ihren Leseerfahrungen auseinander,";"";"a7d"
"4.1.2";"unterscheiden epische, lyrische und dramatische Texte, insbesondere epische Kleinformen (z. B. Kurzgeschichte, Fabel), Erzählung, Novelle, Roman, Jugendroman, Gedichte, Drama (z. B. Komödie, Tragödie),";"";"a9v"
"4.1.3";"kennen Merkmale medialer und szenischer Gestaltung (u. a. Musik, Geräusche, Farben, Perspektive, Animation, Bühnenbild) und ihre Wirkung,";"";"x9x"
"4.1.4";"stellen an ausgewählten Beispielen Zusammenhänge zwischen Text und Kontext her (insbes. Entstehungszeit, Epoche, Leben des Autors/der Autorin),";"";"e3c"
"4.1.5";"kennen sprachliche Gestaltungsmittel (u. a. Wort-, Satz- und Gedankenfiguren, sprachliche Bilder, Vergleich, Metapher, Symbol) und beschreiben ihre Wirkung im Text,";"";"q6z"
"4.1.6";"unterscheiden zentrale Textmuster (Erzählen, Berichten, Beschreiben, Argumentieren),";"";"r5c"
"4.1.7";"unterscheiden pragmatische Textsorten und deren zentrale Funktionen (u. a. Bericht, Nachricht, Feature, Reportage [informierend]; Anleitung, Erklärvideo [instruierend]; Schulordnung [regulierend]; Kommentar, Buchkritik [überzeugend, argumentierend]),";"";"z9z"
"4.1.8";"nutzen Angaben zum Wirklichkeitsbezug von Texten und Medien als Rezeptionshinweise (z. B. Gattungs-/Genrebezeichnungen: Roman, Satire, Krimi, Biopic, Dokumentation, Doku-Drama) und setzen sich mit Beziehungen zwischen Wirklichkeit und Fiktion auseinander,";"";"b9g"
"4.1.9";"nutzen ein Spektrum auditiver und audiovisueller Medien für persönliche oder schulische Zwecke bedarfsgerecht (z. B. Hörspiel, Lesung, Hörbuch, Podcast, Wissenssendung, Erklärvideo, Tutorial, Webinar),";"";"f9f"
"4.1.10";"kennen typische Formen digitaler Textstrukturierung (u. a. Hypertext, Hyperlinks, multimodale Textgestaltung) und nutzen sie zielorientiert (u. a. bei Recherchen und Präsentationen).";"";"x9e"
"4.2";"Sich im Medienangebot orientieren";"";"e2r"
"4.2.1";"nutzen unterschiedliche Informationsangebote und Recherchemöglichkeiten (z. B. Kritiken, Bestenlisten und andere Empfehlungen; Internet, Zeitschriften, Zeitungen, Hörfunk, Fernsehen, Bücherei),";"";"x7b"
"4.2.2";"bewerten Rechercheergebnisse (insbes. Internet) im Hinblick auf ihre thematische Relevanz und Verlässlichkeit (Informationsangebote vergleichen, Quellenangaben und -qualität prüfen, Informationen zu Autorinnen und Autoren recherchieren, mögliche Textfunktionen beachten).";"";"q3u"
"4.3";"Texte in unterschiedlicher medialer Form erschließen und nutzen";"";"y4a"
"4.4";"Literatur in unterschiedlicher Medialität";"";"c3p"
"4.4.1";"nutzen implizite und explizite Informationen zu Figuren und Figurenkonstellationen, zu Raum- und Zeitdarstellung, Handlungs- und Konfliktverlauf sowie Atmosphäre zum Aufbau von Textverständnis und zur Entwicklung einer differenzierten Deutung,";"";"p5f"
"4.4.2";"nutzen Fachbegriffe bei der Erschließung (u. a. Autor, Erzähler, Erzählperspektive, Erzählzeit/erzählte Zeit, Figur, Monolog, Dialog, Szene, Regieanweisung; Reim, Vers, Sprecher/lyrischer Sprecher; Kameraperspektive, Einstellungsgröße, Montage, Kamerabewegung, Schnitt),";"";"y5s"
"4.4.3";"formulieren eigene Deutungen von Texten und belegen diese,";"";"v6d"
"4.4.4";"formulieren Wertungen von Texten und begründen sie differenziert,";"";"d6t"
"4.4.5";"stellen Bezüge zwischen literarischen Texten, Medien und deren Motiven her und nutzen Vergleiche für die Deutung und Wertung (auch intermedial, z. B. Buch und Film),";"";"f9e"
"4.4.6";"vergleichen Handlungen und Handlungsmotive von Figuren mit vertrauten Handlungen und Handlungsmotiven und nehmen begründete Wertungen vor,";"";"r3z"
"4.4.7";"überprüfen eigene und fremde Deutungshypothesen,";"";"z6t"
"4.4.8";"setzen ermittelte Aussagen und Deutungen kritisch zu eigenen Wertvorstellungen, Welt- und Selbstkonzepten in Beziehung,";"";"z9d"
"4.4.9";"tauschen sich mit anderen zu Text- bzw. Medienwahrnehmungen, -deutungen und -wertungen aus, setzen sich mit vorgebrachten Deutungen und Argumenten auseinander und formulieren fundierte eigene Auffassungen (u. a. literarisches Gespräch, Auswertung szenischer Gestaltung),";"";"f7g"
"4.4.10";"nutzen handlungs- und produktionsorientierte Verfahren, um ihre Deutung zu entwickeln und darzustellen und um Strukturen literarischer Texte nachzuvollziehen (z. B. innerer Monolog, Standbild, Parallelgedicht; Clip, Storyboard/ Fotostory),";"";"a4v"
"4.4.11";"gestalten Texte unterschiedlicher medialer Form szenisch,";"";"r3u"
"4.4.12";"tragen literarische Texte (z. B. Gedicht, Erzählung, Szene) nach Vorbereitung sinngestaltend und ausdrucksstark vor.";"";"u5a"
"4.5";"Pragmatische Texte in unterschiedlicher Medialität";"";"t7c"
"4.5.1";"erschließen aus einem oder mehreren Texten unterschiedlicher Komplexität zielgerichtet relevante Informationen, ordnen, selegieren und vergleichen diese und prüfen ihren Sachgehalt,";"";"y3e"
"4.5.2";"werten auch komplexere nichtlineare und multimodale Texte (Text-Bild-Bezüge) zielorientiert aus, z. B. um über ein Thema zu sprechen oder zu schreiben,";"";"h3u"
"4.5.3";"unterscheiden Information und Wertung in Texten,";"";"p5b"
"4.5.4";"unterscheiden informierende, erzählende und appellierende Elemente in Texten,";"";"c9z"
"4.5.5";"stellen Zusammenhänge zwischen Intentionen, Textmerkmalen, sprachlichen Gestaltungsmitteln und Wirkungen her,";"";"q5v"
"4.5.6";"beziehen Textaussagen auf eigene Welt- und Wertvorstellungen und überprüfen diese,";"";"g4y"
"4.5.7";"ermitteln und beurteilen die Wirkungsabsichten von Texten.";"";"a5s"
"4.6";"Digitale Formate und Umgebungen";"";"y2q"
"4.6.1";"kennen medienspezifische Gestaltungsmittel und beschreiben ihre Wirkung,";"";"p7q"
"4.6.2";"unterscheiden digitale Angebote in Bezug auf ihre Funktion und Wirkung (z. B. informierend, unterhaltend, appellierend),";"";"c6p"
"4.6.3";"unterscheiden Nutzungsformen digitaler Formate und Umgebungen und stellen Zusammenhänge zwischen Intentionen, Gestaltung und Wirkung her,";"";"h6f"
"4.6.4";"untersuchen den Zusammenhang von digitalen Nutzerprofilen, Algorithmen, Gestaltung und Wirkung digitaler Angebote und nehmen kritisch Stellung,";"";"q3s"
"4.6.5";"nutzen digitale Werkzeuge zielgerichtet und reflektiert für die Gestaltung eigener medialer Produkte, z. B. für Präsentationen.";"";"f3h"
"5";"Sprache und Sprachgebrauch untersuchen";"";"b9d"
"5.1";"Sprachliche Verständigung und sprachliche Vielfalt untersuchen";"";"b9c"
"5.1.1";"Sprachliche Verständigung als Form des Handelns";"";"b3s"
"5.1.1.1";"unterscheiden beim Sprachhandeln die Handlungs-, Inhalts- und Beziehungsebene und untersuchen deren Zusammenwirken in Bezug auf gelingende vs. misslingende Kommunikation, öffentliche vs. private Kommunikationssituationen,";"";"y4d"
"5.1.1.2";"untersuchen Merkmale der Adressatenorientierung und beschreiben ihre Bedeutung für das angemessene sprachliche Handeln,";"";"a5e"
"5.1.1.3";"untersuchen Normen demokratischer Gesprächs- und Kommunikationskultur und sprachlicher Höflichkeit (auch in digitalen Umgebungen) und nutzen diese versiert für die sprachliche Gestaltung eigener Äußerungen sowie für den Umgang mit den sprachlichen Äußerungen anderer,";"";"u4p"
"5.1.1.4";"nutzen ausgewählte digitale Technologien zielgerichtet und reflektiert als Werkzeuge der Kommunikation und der Informationsgewinnung.";"";"a5q"
"5.1.2";"Mündliche und schriftliche Kommunikation";"";"f2g"
"5.1.2.1";"untersuchen monologische (z. B. Texte, Podcasts) und interaktionale Formen des Sprechens und des Schreibens (z. B. Gespräche, Chats) hinsichtlich ihrer Struktur und Organisation,";"";"q7g"
"5.1.2.2";"untersuchen die Anforderungen an die Rollen von Sprecher/Schreiber – Hörer/Leser in Hinblick auf gelingende Kommunikation und werden diesen im eigenen sprachlichen Handeln gerecht,";"";"a7z"
"5.1.2.3";"unterscheiden grundlegende Textfunktionen – Darstellen (z. B. Informieren in einer Zeitungsmeldung), Appellieren (z. B. Überzeugen in einer Werbeanzeige; Gesetzestext), Ausdrücken (z. B. sich selbst ausdrücken in einem Bewerbungsschreiben, einer Beschwerde oder einem Gedicht) – und nutzen ihr Wissen über Textfunktionen für das eigene Schreiben und für die Erschließung von Texten.";"";"z7y"
"5.1.3";"Ausprägungen und Bedingungen sprachlicher Variation und Vielfalt";"";"e3d"
"5.1.3.1";"unterscheiden Ausprägungen von Sprache und Sprachvariation (z. B. Standardsprache – Alltagssprache, Fachsprache, Dialekt, Regionalsprache; Mehrsprachigkeit; Sprache in der digitalen Kommunikation; Deutsche Gebärdensprache) und reflektieren Verwendungsweisen,";"";"a3s"
"5.1.3.2";"unterscheiden informelle und elaborierte Mündlichkeit/Schriftlichkeit und können Wirkungen einschätzen,";"";"f2p"
"5.1.3.3";"untersuchen ausgewählte Erscheinungen des Sprachwandels (z. B. Bedeutungswandel, Entlehnungen aus anderen Sprachen, Sprachwandel durch digitale Kommunikation),";"";"p5g"
"5.1.3.4";"vergleichen sprachliche Phänomene in verschiedenen Sprachen (u. a. Herkunftssprachen, Fremdsprachen), auch im Hinblick auf individuelle und gesellschaftliche Mehrsprachigkeit.";"";"u4x"
"5.2";"Sprachliche Strukturen untersuchen und nutzen";"";"g4x"
"5.2.1";"Wörter und Sätze";"";"y3b"
"5.2.1.1";"untersuchen Wörter und Wendungen in ihrer Struktur und hinsichtlich ihrer Verwendungsbedingungen, ihrer Bedeutung und ihrer Beziehungen zu anderen Wörtern,";"";"u7t"
"5.2.1.2";"nutzen Wörter, Wendungen und Formulierungsmuster funktional und erweitern ihren Wortschatz,";"";"h6a"
"5.2.1.3";"nutzen grammatische Operationen und Fachbegriffe für die differenzierte Untersuchung sprachlicher Struktureinheiten (s. Übersicht: Verzeichnis grundlegender grammatischer Fachausdrücke),";"";"g2v"
"5.2.1.4";"untersuchen Satzstrukturen, insbesondere: Prädikat, Satzglieder, Attribute, Satz- und Nebensatztypen (z. B. Satzklammer, Felderstruktur),";"";"u4v"
"5.2.1.5";"ermitteln den funktionalen Beitrag von Wörtern verschiedener Wortarten zum Aufbau von Sätzen,";"";"a9x"
"5.2.1.6";"unterscheiden zentrale grammatische Mittel hinsichtlich ihrer Struktur und ihrer Funktion im sprachlichen Handeln (z. B. Tempus, Modus, Genus verbi; Genus, Numerus, Kasus; Komparation).";"";"z4s"
"5.2.2";"Texte und Gespräche";"";"a4x"
"5.2.2.1";"untersuchen vergleichend den Aufbau von Texten und/oder Gesprächen strukturell und funktional unter Anwendung von Fachbegriffen (s. Übersicht: Grundlegende sprachliche Struktureinheiten) und ermitteln Gemeinsamkeiten und Unterschiede,";"";"d3h"
"5.2.2.2";"nutzen ihr Wissen zu sprachlichen Gestaltungsmitteln für die Beschreibung und Untersuchung von (auch literarischen) Texten, Reden, Gesprächen und Formen digitaler Kommunikation.";"";"s9g"
"5.2.3";"Rechtschreibung";"";"f7s"
"5.2.3.1";"untersuchen Schreibweisen von Wörtern, Wortgruppen und Sätzen,";"";"e5u"
"5.2.3.2";"tauschen sich über die Schreibung von Wörtern und Sätzen, auch über orthografische Zweifelsfälle und die Interpunktion aus (z. B. Rechtschreibgespräch, Interpunktionsgespräch).";"";"d7p"
"5.2.4";"Aussprache";"";"x3u"
"5.2.4.1";"nutzen die Konventionen der gesprochenen Standardsprache weitgehend routiniert und situationsangemessen.";"";"v3e"
"5.2.5";"Ressourcen zur deutschen Sprache";"";"z9r"
